season,season_id,school_id,division,date,game_id,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,TC,PO,A,E,CI,PB,SBA,CSB,IDP,TP,FLD%,CS%
2021,15580,6,1.0,02/27/2021,2016742,9,UAB,2,9,-7,24.0,18,5,1,0,0,0,2,2,0,0.9583333333333334,inf
2021,15580,6,1.0,02/28/2021,2016920,9,UAB,3,7,-4,38.0,24,11,3,0,0,10,2,0,0,0.9210526315789473,0.2
2021,15580,6,1.0,03/05/2021,2016920,0,0.0,3,7,-4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,6,1.0,03/06/2021,2016920,0,0.0,3,7,-4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,6,1.0,03/07/2021,2016920,0,0.0,3,7,-4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,6,1.0,03/12/2021,2016920,0,0.0,3,7,-4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,6,1.0,03/13/2021,2016920,0,0.0,3,7,-4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,6,1.0,03/14/2021,2016920,0,0.0,3,7,-4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,6,1.0,03/19/2021,2018389,17,Alcorn,9,2,7,27.0,25,1,1,0,0,2,0,0,0,0.9629629629629629,0.0
2021,15580,6,1.0,03/20/2021,2018520,17,Alcorn,14,16,-2,36.0,25,7,4,0,0,0,0,0,0,0.8888888888888888,
2021,15580,6,1.0,03/21/2021,2018772,17,Alcorn,0,12,-12,23.0,16,5,2,0,1,4,0,0,0,0.9130434782608695,0.0
2021,15580,6,1.0,03/26/2021,2019088,314,Jackson St.,3,14,-11,23.0,17,5,1,0,2,8,0,0,0,0.9565217391304348,0.0
2021,15580,6,1.0,03/27/2021,2019230,314,Jackson St.,0,16,-16,22.0,17,4,1,0,2,12,0,0,0,0.9545454545454546,0.0
2021,15580,6,1.0,03/28/2021,2019479,314,Jackson St.,2,6,-4,31.0,23,6,2,0,0,10,3,0,0,0.9354838709677419,0.3
2021,15580,6,1.0,04/01/2021,2019794,7,Alabama St.,10,8,2,36.0,25,7,4,0,0,12,0,0,0,0.8888888888888888,0.0
2021,15580,6,1.0,04/02/2021,2019998,7,Alabama St.,0,15,-15,26.0,19,5,2,0,0,10,2,1,0,0.9230769230769231,0.2
2021,15580,6,1.0,04/03/2021,2020192,7,Alabama St.,1,15,-14,30.0,25,4,1,0,1,4,1,2,0,0.9666666666666667,0.25
2021,15580,6,1.0,04/16/2021,2021199,432,Mississippi Val.,3,1,2,34.0,27,7,0,0,0,4,0,4,0,1.0,0.0
2021,15580,6,1.0,04/17/2021,2071897,432,Mississippi Val.,21,6,15,26.0,20,4,2,0,1,10,0,0,0,0.9230769230769231,0.0
2021,15580,6,1.0,04/17/2021,2071898,432,Mississippi Val.,10,9,1,27.0,20,7,0,0,0,0,2,0,0,1.0,inf
2021,15580,6,1.0,04/18/2021,2021597,432,Mississippi Val.,8,7,1,35.0,25,7,3,0,0,12,2,2,0,0.9142857142857143,0.16666666666666666
2021,15580,6,1.0,04/22/2021,2073416,17,Alcorn,12,5,7,35.0,27,8,0,0,0,0,3,0,0,1.0,inf
2021,15580,6,1.0,04/23/2021,2021924,17,Alcorn,5,2,3,26.0,20,5,1,0,0,2,0,2,0,0.9615384615384616,0.0
2021,15580,6,1.0,04/23/2021,2022038,17,Alcorn,4,3,1,28.0,19,8,1,0,1,4,2,0,0,0.9642857142857143,0.5
2021,15580,6,1.0,04/30/2021,2022529,314,Jackson St.,0,13,-13,31.0,20,8,3,0,0,8,4,0,0,0.9032258064516129,0.5
2021,15580,6,1.0,05/01/2021,2022662,314,Jackson St.,3,9,-6,41.0,30,11,0,0,0,6,0,0,0,1.0,0.0
2021,15580,6,1.0,05/02/2021,2022898,314,Jackson St.,3,9,-6,32.0,24,7,1,0,0,14,2,0,0,0.96875,0.14285714285714285
2021,15580,6,1.0,05/07/2021,2023195,7,Alabama St.,3,17,-14,23.0,16,4,3,0,2,2,0,3,0,0.8695652173913043,0.0
2021,15580,6,1.0,05/08/2021,2023372,7,Alabama St.,3,9,-6,38.0,24,11,3,0,0,8,2,0,0,0.9210526315789473,0.25
2021,15580,6,1.0,05/09/2021,2023475,7,Alabama St.,6,32,-26,28.0,18,6,4,0,0,0,0,3,0,0.8571428571428571,
2021,15580,6,1.0,05/19/2021,2079174,261,Grambling,1,8,-7,30.0,21,6,3,0,0,2,0,0,0,0.9,0.0
2021,15580,6,1.0,05/20/2021,2079197,699,Texas Southern,7,12,-5,33.0,25,7,1,0,0,4,2,0,0,0.9696969696969697,0.5
2021,15580,7,1.0,02/20/2021,2046400,692,Tennessee Tech,3,5,-2,35.0,24,9,2,0,0,4,0,6,0,0.9428571428571428,0.0
2021,15580,7,1.0,02/20/2021,2047855,315,Jacksonville St.,3,5,-2,35.0,24,10,1,0,1,0,3,3,0,0.9714285714285714,inf
2021,15580,7,1.0,02/21/2021,2046679,659,Southern Ill.,1,13,-12,35.0,27,4,4,0,0,6,2,3,0,0.8857142857142857,0.3333333333333333
2021,15580,7,1.0,02/23/2021,2016515,625,Samford,11,9,2,35.0,27,7,1,0,0,0,0,0,0,0.9714285714285714,
2021,15580,7,1.0,02/27/2021,2016863,204,Eastern Mich.,1,2,-1,34.0,27,7,0,0,1,0,0,0,0,1.0,
2021,15580,7,1.0,02/28/2021,2016974,204,Eastern Mich.,3,4,-1,33.0,27,5,1,0,0,2,0,0,0,0.9696969696969697,0.0
2021,15580,7,1.0,03/05/2021,2017226,314,Jackson St.,7,8,-1,38.0,27,5,6,0,0,0,0,0,0,0.8421052631578947,
2021,15580,7,1.0,03/06/2021,2017441,314,Jackson St.,2,3,-1,39.0,27,10,2,0,0,8,0,2,0,0.9487179487179487,0.0
2021,15580,7,1.0,03/07/2021,2017575,314,Jackson St.,3,4,-1,42.0,27,11,4,0,0,6,0,0,0,0.9047619047619048,0.0
2021,15580,7,1.0,03/10/2021,2017696,625,Samford,11,3,8,36.0,27,9,0,0,1,0,0,0,0,1.0,
2021,15580,7,1.0,03/12/2021,2059347,72,Bradley,1,18,-17,35.0,27,6,2,0,8,0,0,0,0,0.9428571428571428,
2021,15580,7,1.0,03/13/2021,2059369,72,Bradley,7,11,-4,35.0,27,5,3,0,0,8,2,0,0,0.9142857142857143,0.25
2021,15580,7,1.0,03/14/2021,2059370,72,Bradley,9,8,1,39.0,27,10,2,0,1,2,0,3,0,0.9487179487179487,0.0
2021,15580,7,1.0,03/16/2021,2059370,0,0.0,9,8,1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,7,1.0,03/17/2021,2059370,0,0.0,9,8,1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,7,1.0,03/19/2021,2018480,432,Mississippi Val.,10,1,9,37.0,27,8,2,0,2,0,0,0,0,0.9459459459459459,
2021,15580,7,1.0,03/20/2021,2018730,432,Mississippi Val.,14,0,14,24.0,21,3,0,0,0,0,2,0,0,1.0,inf
2021,15580,7,1.0,03/21/2021,2018864,432,Mississippi Val.,8,2,6,36.0,27,7,2,0,0,0,0,0,0,0.9444444444444444,
2021,15580,7,1.0,03/24/2021,2019023,716,Troy,3,16,-13,35.0,27,7,1,0,0,2,2,0,0,0.9714285714285714,1.0
2021,15580,7,1.0,03/26/2021,2019181,17,Alcorn,6,0,6,39.0,27,11,1,0,0,0,0,3,0,0.9743589743589743,
2021,15580,7,1.0,03/27/2021,2019429,17,Alcorn,11,1,10,28.0,21,6,1,0,0,4,0,3,0,0.9642857142857143,0.0
2021,15580,7,1.0,03/27/2021,2065535,17,Alcorn,10,9,1,37.0,27,7,3,0,1,6,0,0,0,0.918918918918919,0.0
2021,15580,7,1.0,03/30/2021,2019641,228,Florida A&M,14,15,-1,30.0,24,6,0,0,0,0,0,3,0,1.0,
2021,15580,7,1.0,04/01/2021,2019794,6,Alabama A&M,8,10,-2,33.0,24,5,4,0,0,4,2,0,0,0.8787878787878788,0.5
2021,15580,7,1.0,04/02/2021,2019998,6,Alabama A&M,15,0,15,26.0,21,5,0,0,0,0,0,0,0,1.0,
2021,15580,7,1.0,04/03/2021,2020192,6,Alabama A&M,15,1,14,37.0,27,9,1,0,0,0,2,6,0,0.972972972972973,inf
2021,15580,7,1.0,04/06/2021,2020283,487,North Ala.,10,3,7,32.0,27,5,0,0,0,2,0,0,0,1.0,0.0
2021,15580,7,1.0,04/07/2021,2020378,315,Jacksonville St.,10,14,-4,32.0,27,3,2,0,1,4,0,0,0,0.9375,0.0
2021,15580,7,1.0,04/09/2021,2020472,314,Jackson St.,3,8,-5,32.0,24,7,1,0,1,2,3,0,0,0.96875,1.5
2021,15580,7,1.0,04/10/2021,2020619,314,Jackson St.,8,9,-1,41.0,25,14,2,0,0,4,2,2,0,0.9512195121951219,0.5
2021,15580,7,1.0,04/11/2021,2020889,314,Jackson St.,2,4,-2,33.0,24,8,1,0,0,10,2,0,0,0.9696969696969697,0.2
2021,15580,7,1.0,04/13/2021,2021024,228,Florida A&M,7,6,1,40.0,30,8,2,0,1,0,2,0,0,0.95,inf
2021,15580,7,1.0,04/16/2021,2021307,261,Grambling,16,6,10,24.0,21,2,1,0,0,12,0,0,0,0.9583333333333334,0.0
2021,15580,7,1.0,04/17/2021,2021555,261,Grambling,12,2,10,28.0,21,5,2,0,0,4,0,0,0,0.9285714285714286,0.0
2021,15580,7,1.0,04/18/2021,2021693,261,Grambling,7,6,1,41.0,27,12,2,0,0,0,2,0,0,0.9512195121951219,inf
2021,15580,7,1.0,04/20/2021,2021693,0,0.0,7,6,1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,7,1.0,04/23/2021,2021693,0,0.0,7,6,1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,7,1.0,04/24/2021,2021693,0,0.0,7,6,1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,7,1.0,04/25/2021,2021693,0,0.0,7,6,1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,7,1.0,04/30/2021,2022565,17,Alcorn,13,0,13,26.0,21,5,0,0,0,10,0,0,0,1.0,0.0
2021,15580,7,1.0,05/01/2021,2022677,17,Alcorn,12,3,9,31.0,27,4,0,0,0,4,0,0,0,1.0,0.0
2021,15580,7,1.0,05/01/2021,2022930,17,Alcorn,3,0,3,33.0,27,6,0,0,0,0,2,0,0,1.0,inf
2021,15580,7,1.0,05/05/2021,2023035,487,North Ala.,7,6,1,40.0,27,9,4,0,0,2,0,0,0,0.9,0.0
2021,15580,7,1.0,05/07/2021,2023195,6,Alabama A&M,17,3,14,29.0,21,6,2,0,0,2,0,3,0,0.9310344827586207,0.0
2021,15580,7,1.0,05/08/2021,2023372,6,Alabama A&M,9,3,6,40.0,27,10,3,0,0,2,0,0,0,0.925,0.0
2021,15580,7,1.0,05/09/2021,2023475,6,Alabama A&M,32,6,26,28.0,21,6,1,0,0,2,0,0,0,0.9642857142857143,0.0
2021,15580,7,1.0,05/19/2021,2079200,665,Southern U.,0,3,-3,40.0,27,12,1,0,0,0,0,0,0,0.975,
2021,15580,7,1.0,05/20/2021,2079203,17,Alcorn,2,3,-1,31.0,27,2,2,0,1,8,2,0,0,0.9354838709677419,0.25
2021,15580,8,1.0,02/19/2021,2016129,402,McNeese,10,6,4,40.0,27,12,1,0,0,0,0,0,0,0.975,
2021,15580,8,1.0,02/20/2021,2016247,402,McNeese,4,3,1,37.0,27,9,1,0,0,2,0,2,0,0.972972972972973,0.0
2021,15580,8,1.0,02/21/2021,2016395,402,McNeese,9,5,4,38.0,27,11,0,0,0,0,0,2,0,1.0,
2021,15580,8,1.0,02/23/2021,2016523,315,Jacksonville St.,5,2,3,34.0,27,6,1,0,1,2,0,3,0,0.9705882352941176,0.0
2021,15580,8,1.0,02/24/2021,2016544,695,UT Martin,4,9,-5,38.0,27,10,1,0,0,2,0,0,0,0.9736842105263158,0.0
2021,15580,8,1.0,02/26/2021,2016600,810,Wright St.,8,4,4,32.0,27,3,2,0,0,2,0,0,0,0.9375,0.0
2021,15580,8,1.0,02/27/2021,2016718,810,Wright St.,8,7,1,45.0,33,9,3,0,0,0,2,0,0,0.9333333333333333,inf
2021,15580,8,1.0,02/27/2021,2016895,810,Wright St.,1,0,1,32.0,21,10,1,0,0,4,0,0,0,0.96875,0.0
2021,15580,8,1.0,03/02/2021,2016895,0,0.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,8,1.0,03/03/2021,2017059,716,Troy,9,1,8,40.0,27,12,1,0,0,0,0,2,0,0.975,
2021,15580,8,1.0,03/05/2021,2017229,1014,Col. of Charleston,8,0,8,35.0,27,8,0,0,0,0,2,0,0,1.0,inf
2021,15580,8,1.0,03/06/2021,2017428,1014,Col. of Charleston,0,1,-1,34.0,24,9,1,0,0,2,0,0,0,0.9705882352941176,0.0
2021,15580,8,1.0,03/07/2021,2017580,1014,Col. of Charleston,21,3,18,38.0,27,11,0,0,0,0,0,3,0,1.0,
2021,15580,8,1.0,03/09/2021,2017618,646,South Alabama,11,8,3,37.0,27,10,0,0,0,0,0,0,0,1.0,
2021,15580,8,1.0,03/10/2021,2017663,315,Jacksonville St.,7,2,5,38.0,27,10,1,0,0,0,2,0,0,0.9736842105263158,inf
2021,15580,8,1.0,03/12/2021,2017740,678,Stetson,2,4,-2,42.0,27,11,4,0,0,2,0,3,0,0.9047619047619048,0.0
2021,15580,8,1.0,03/13/2021,2017872,678,Stetson,4,3,1,52.0,36,16,0,0,1,0,0,3,0,1.0,
2021,15580,8,1.0,03/14/2021,2018100,678,Stetson,9,4,5,42.0,27,14,1,0,0,0,0,0,0,0.9761904761904762,
2021,15580,8,1.0,03/16/2021,2018100,0,0.0,9,4,5,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,8,1.0,03/19/2021,2018375,31,Arkansas,16,1,15,35.0,27,8,0,0,0,0,0,6,0,1.0,
2021,15580,8,1.0,03/20/2021,2018510,31,Arkansas,1,9,-8,32.0,24,7,1,0,0,0,0,0,0,0.96875,
2021,15580,8,1.0,03/21/2021,2018760,31,Arkansas,1,3,-2,36.0,24,10,2,0,0,0,0,6,0,0.9444444444444444,
2021,15580,8,1.0,03/23/2021,2018916,664,Southern Miss.,4,5,-1,42.0,27,14,1,0,0,2,0,3,0,0.9761904761904762,0.0
2021,15580,8,1.0,03/26/2021,2019066,433,Ole Miss,0,2,-2,35.0,27,8,0,0,0,2,0,4,0,1.0,0.0
2021,15580,8,1.0,03/26/2021,2019459,433,Ole Miss,6,9,-3,34.0,27,7,0,0,0,0,0,0,0,1.0,
2021,15580,8,1.0,03/27/2021,2019213,433,Ole Miss,6,11,-5,38.0,27,11,0,0,0,0,0,5,0,1.0,
2021,15580,8,1.0,04/02/2021,2019825,694,Tennessee,7,4,3,35.0,27,7,1,1,0,2,0,1,0,0.9714285714285714,0.0
2021,15580,8,1.0,04/03/2021,2020034,694,Tennessee,4,8,-4,43.0,33,9,1,0,0,4,2,0,0,0.9767441860465116,0.5
2021,15580,8,1.0,04/04/2021,2020230,694,Tennessee,8,9,-1,42.0,27,14,1,0,0,4,2,12,0,0.9761904761904762,0.5
2021,15580,8,1.0,04/07/2021,2020361,498,ULM,3,5,-2,44.0,27,16,1,0,0,2,0,5,0,0.9772727272727273,0.0
2021,15580,8,1.0,04/09/2021,2020468,697,Texas A&M,5,3,2,39.0,27,12,0,0,0,0,0,3,0,1.0,
2021,15580,8,1.0,04/10/2021,2020616,697,Texas A&M,6,3,3,31.0,27,3,1,0,0,4,2,0,0,0.967741935483871,0.5
2021,15580,8,1.0,04/11/2021,2020886,697,Texas A&M,7,4,3,33.0,27,6,0,0,0,0,0,0,0,1.0,
2021,15580,8,1.0,04/13/2021,2021031,625,Samford,19,3,16,41.0,27,14,0,0,0,0,0,3,0,1.0,
2021,15580,8,1.0,04/15/2021,2021588,37,Auburn,8,7,1,41.0,30,10,1,0,0,0,0,0,0,0.975609756097561,
2021,15580,8,1.0,04/16/2021,2021189,37,Auburn,4,5,-1,35.0,27,6,2,0,0,2,3,3,0,0.9428571428571428,1.5
2021,15580,8,1.0,04/17/2021,2021334,37,Auburn,10,9,1,32.0,27,5,0,0,0,2,0,6,0,1.0,0.0
2021,15580,8,1.0,04/20/2021,2029136,487,North Ala.,8,6,2,40.0,27,11,2,0,0,4,4,3,0,0.95,1.0
2021,15580,8,1.0,04/23/2021,2021854,334,Kentucky,10,1,9,37.0,27,10,0,0,0,0,0,3,0,1.0,
2021,15580,8,1.0,04/25/2021,2021999,334,Kentucky,2,5,-3,21.0,18,3,0,0,0,0,2,0,0,1.0,inf
2021,15580,8,1.0,04/25/2021,2022230,334,Kentucky,0,11,-11,28.0,18,10,0,0,0,0,0,6,0,1.0,
2021,15580,8,1.0,04/27/2021,2064896,9,UAB,9,3,6,37.0,27,9,1,0,0,2,2,5,0,0.972972972972973,1.0
2021,15580,8,1.0,04/30/2021,2022518,434,Missouri,11,8,3,38.0,27,10,1,0,0,0,0,2,0,0.9736842105263158,
2021,15580,8,1.0,05/01/2021,2022652,434,Missouri,5,2,3,37.0,27,10,0,0,0,4,0,0,0,1.0,0.0
2021,15580,8,1.0,05/02/2021,2022887,434,Missouri,3,2,1,37.0,27,9,1,0,0,4,2,3,0,0.972972972972973,0.5
2021,15580,8,1.0,05/07/2021,2023105,736,Vanderbilt,6,9,-3,38.0,24,14,0,0,0,8,0,0,0,1.0,0.0
2021,15580,8,1.0,05/08/2021,2023227,736,Vanderbilt,2,6,-4,37.0,24,12,1,0,0,2,0,3,0,0.972972972972973,0.0
2021,15580,8,1.0,05/14/2021,2023575,365,LSU,1,2,-1,33.0,24,8,1,0,0,2,2,3,0,0.9696969696969697,1.0
2021,15580,8,1.0,05/15/2021,2023659,365,LSU,6,5,1,36.0,27,9,0,0,0,2,2,0,0,1.0,1.0
2021,15580,8,1.0,05/16/2021,2023770,365,LSU,5,13,-8,40.0,24,14,2,0,0,0,0,3,0,0.95,
2021,15580,8,1.0,05/20/2021,2023866,430,Mississippi St.,2,4,-2,39.0,27,11,1,0,0,2,0,0,0,0.9743589743589743,0.0
2021,15580,8,1.0,05/21/2021,2023926,430,Mississippi St.,0,7,-7,39.0,27,11,1,0,0,2,0,0,0,0.9743589743589743,0.0
2021,15580,8,1.0,05/22/2021,2024006,430,Mississippi St.,3,7,-4,38.0,27,8,3,0,0,0,0,5,0,0.9210526315789473,
2021,15580,8,1.0,05/25/2021,2080530,648,South Carolina,9,3,6,38.0,27,11,0,0,0,0,0,3,0,1.0,
2021,15580,8,1.0,05/26/2021,2080524,694,Tennessee,3,2,1,45.0,33,10,2,0,0,0,0,3,0,0.9555555555555556,
2021,15580,8,1.0,05/27/2021,2080522,235,Florida,2,7,-5,34.0,27,7,0,0,0,2,0,3,0,1.0,0.0
2021,15580,8,1.0,05/28/2021,2080517,694,Tennessee,0,11,-11,29.0,21,6,2,0,0,0,0,0,0,0.9310344827586207,
2021,15580,8,1.0,06/04/2021,2081109,490,NC State,1,8,-7,33.0,24,9,0,0,0,0,0,0,0,1.0,
2021,15580,8,1.0,06/05/2021,2081112,576,Rider,3,1,2,44.0,27,17,0,0,0,0,0,5,0,1.0,
2021,15580,8,1.0,06/06/2021,2081113,366,Louisiana Tech,8,10,-2,37.0,27,9,1,0,0,0,0,0,0,0.972972972972973,
2021,15580,9,1.0,02/19/2021,2035458,735,Valparaiso,2,6,-4,36.0,27,7,2,0,0,4,0,0,0,0.9444444444444444,0.0
2021,15580,9,1.0,02/20/2021,2035459,735,Valparaiso,8,2,6,35.0,27,8,0,0,0,0,2,0,0,1.0,inf
2021,15580,9,1.0,02/21/2021,2035465,735,Valparaiso,4,1,3,31.0,27,4,0,0,0,0,1,0,0,1.0,inf
2021,15580,9,1.0,02/23/2021,2016518,716,Troy,3,10,-7,28.0,24,2,2,0,1,2,0,2,0,0.9285714285714286,0.0
2021,15580,9,1.0,02/26/2021,2016628,6,Alabama A&M,22,2,20,38.0,27,8,3,0,1,0,0,6,0,0.9210526315789473,
2021,15580,9,1.0,02/27/2021,2016742,6,Alabama A&M,9,2,7,42.0,27,13,2,0,0,2,0,0,0,0.9523809523809523,0.0
2021,15580,9,1.0,02/28/2021,2016920,6,Alabama A&M,7,3,4,40.0,27,13,0,0,1,0,0,0,0,1.0,
2021,15580,9,1.0,03/02/2021,2016920,0,0.0,7,3,4,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,9,1.0,03/05/2021,2017160,1157,Kennesaw St.,2,3,-1,39.0,27,11,1,0,2,4,0,0,0,0.9743589743589743,0.0
2021,15580,9,1.0,03/06/2021,2017285,1157,Kennesaw St.,3,9,-6,39.0,27,10,2,0,1,4,2,0,0,0.9487179487179487,0.5
2021,15580,9,1.0,03/07/2021,2017507,1157,Kennesaw St.,8,7,1,38.0,27,9,2,0,2,4,0,0,0,0.9473684210526315,0.0
2021,15580,9,1.0,03/09/2021,2017639,37,Auburn,5,6,-1,44.0,27,14,3,0,0,0,0,5,0,0.9318181818181818,
2021,15580,9,1.0,03/12/2021,2017712,253,Ga. Southern,7,11,-4,32.0,24,6,2,0,0,0,2,2,0,0.9375,inf
2021,15580,9,1.0,03/13/2021,2017856,253,Ga. Southern,4,15,-11,38.0,24,11,3,0,0,0,0,3,0,0.9210526315789473,
2021,15580,9,1.0,03/14/2021,2018076,253,Ga. Southern,5,9,-4,38.0,24,12,2,0,0,10,2,3,0,0.9473684210526315,0.2
2021,15580,9,1.0,03/19/2021,2035467,305,Indiana St.,0,1,-1,42.0,27,15,0,0,0,2,0,3,0,1.0,0.0
2021,15580,9,1.0,03/20/2021,2035468,305,Indiana St.,8,10,-2,39.0,27,10,2,0,1,0,0,0,0,0.9487179487179487,
2021,15580,9,1.0,03/21/2021,2035469,305,Indiana St.,11,4,7,42.0,27,14,1,0,1,2,2,0,0,0.9761904761904762,1.0
2021,15580,9,1.0,03/23/2021,2035470,625,Samford,1,5,-4,45.0,30,14,1,0,0,4,2,5,0,0.9777777777777777,0.5
2021,15580,9,1.0,03/26/2021,2019176,419,Middle Tenn.,8,0,8,28.0,21,6,1,0,0,0,0,3,0,0.9642857142857143,
2021,15580,9,1.0,03/26/2021,2064874,419,Middle Tenn.,9,11,-2,28.0,21,5,2,0,1,2,0,0,0,0.9285714285714286,0.0
2021,15580,9,1.0,03/27/2021,2019401,419,Middle Tenn.,8,5,3,37.0,27,9,1,0,1,10,2,0,0,0.972972972972973,0.2
2021,15580,9,1.0,03/28/2021,2019566,419,Middle Tenn.,1,3,-2,39.0,27,11,1,0,0,2,2,2,0,0.9743589743589743,1.0
2021,15580,9,1.0,04/01/2021,2019748,366,Louisiana Tech,1,16,-15,27.0,18,5,4,0,0,0,0,0,0,0.8518518518518519,
2021,15580,9,1.0,04/02/2021,2019923,366,Louisiana Tech,4,6,-2,28.0,18,9,1,0,0,6,0,0,0,0.9642857142857143,0.0
2021,15580,9,1.0,04/02/2021,2025033,366,Louisiana Tech,9,3,6,27.0,21,6,0,0,0,4,0,3,0,1.0,0.0
2021,15580,9,1.0,04/03/2021,2020065,366,Louisiana Tech,0,6,-6,32.0,24,7,1,0,0,0,2,0,0,0.96875,inf
2021,15580,9,1.0,04/09/2021,2020484,664,Southern Miss.,2,7,-5,36.0,24,12,0,0,0,0,2,3,0,1.0,inf
2021,15580,9,1.0,04/10/2021,2020724,664,Southern Miss.,1,4,-3,24.0,18,5,1,0,0,0,0,2,0,0.9583333333333334,
2021,15580,9,1.0,04/10/2021,2026588,664,Southern Miss.,2,9,-7,24.0,18,5,1,0,0,2,0,1,0,0.9583333333333334,0.0
2021,15580,9,1.0,04/11/2021,2020902,664,Southern Miss.,4,14,-10,30.0,23,6,1,0,0,0,1,0,0,0.9666666666666667,inf
2021,15580,9,1.0,04/13/2021,2021086,716,Troy,4,12,-8,37.0,27,8,2,0,0,0,0,0,0,0.9459459459459459,
2021,15580,9,1.0,04/16/2021,2021182,229,Fla. Atlantic,7,6,1,32.0,30,2,0,0,0,0,0,0,0,1.0,
2021,15580,9,1.0,04/17/2021,2021417,229,Fla. Atlantic,1,2,-1,25.0,21,4,0,0,0,0,0,0,0,1.0,
2021,15580,9,1.0,04/17/2021,2024615,229,Fla. Atlantic,4,2,2,31.0,21,10,0,0,0,2,0,7,0,1.0,0.0
2021,15580,9,1.0,04/18/2021,2021581,229,Fla. Atlantic,3,5,-2,38.0,27,10,1,0,0,0,0,3,0,0.9736842105263158,
2021,15580,9,1.0,04/20/2021,2021720,430,Mississippi St.,7,19,-12,33.0,24,8,1,0,0,10,0,0,0,0.9696969696969697,0.0
2021,15580,9,1.0,04/23/2021,2073710,419,Middle Tenn.,2,5,-3,31.0,23,5,3,0,0,8,0,0,0,0.9032258064516129,0.0
2021,15580,9,1.0,04/23/2021,2073712,419,Middle Tenn.,4,2,2,29.0,21,6,2,0,0,0,0,0,0,0.9310344827586207,
2021,15580,9,1.0,04/24/2021,2073884,419,Middle Tenn.,7,17,-10,26.0,18,6,2,0,0,4,0,0,0,0.9230769230769231,0.0
2021,15580,9,1.0,04/25/2021,2022355,419,Middle Tenn.,2,3,-1,31.0,25,5,1,0,0,2,0,0,0,0.967741935483871,0.0
2021,15580,9,1.0,04/27/2021,2064896,8,Alabama,3,9,-6,34.0,27,7,0,0,1,0,0,0,0,1.0,
2021,15580,9,1.0,04/30/2021,2022513,706,UTSA,4,2,2,37.0,27,10,0,0,1,4,0,0,0,1.0,0.0
2021,15580,9,1.0,05/01/2021,2022720,706,UTSA,6,4,2,30.0,21,7,2,0,0,0,0,3,0,0.9333333333333333,
2021,15580,9,1.0,05/01/2021,2025899,706,UTSA,3,14,-11,30.0,21,6,3,0,1,6,0,2,0,0.9,0.0
2021,15580,9,1.0,05/02/2021,2022884,706,UTSA,14,16,-2,36.0,27,8,1,0,0,2,0,6,0,0.9722222222222222,0.0
2021,15580,9,1.0,05/04/2021,2022884,0,0.0,14,16,-2,0.0,0,0,0,0,0,0,0,0,0,,
2021,15580,9,1.0,05/07/2021,2023092,574,Rice,1,6,-5,41.0,27,13,1,0,0,2,0,5,0,0.975609756097561,0.0
2021,15580,9,1.0,05/08/2021,2023272,574,Rice,2,1,1,24.0,21,3,0,0,0,8,0,0,0,1.0,0.0
2021,15580,9,1.0,05/08/2021,2025342,574,Rice,0,7,-7,32.0,21,9,2,0,0,2,0,0,0,0.9375,0.0
2021,15580,9,1.0,05/09/2021,2023394,574,Rice,5,10,-5,34.0,27,6,1,0,0,0,0,0,0,0.9705882352941176,
2021,15580,9,1.0,05/14/2021,2023590,388,Marshall,6,8,-2,37.0,24,12,1,0,0,2,0,5,0,0.972972972972973,0.0
2021,15580,9,1.0,05/15/2021,2023700,388,Marshall,9,0,9,24.0,21,3,0,0,0,4,0,0,0,1.0,0.0
2021,15580,9,1.0,05/15/2021,2026662,388,Marshall,6,0,6,28.0,21,4,3,0,0,2,0,0,0,0.8928571428571429,0.0
2021,15580,9,1.0,05/16/2021,2023784,388,Marshall,5,7,-2,32.0,24,7,1,0,0,2,5,1,0,0.96875,2.5
2021,15580,9,1.0,05/18/2021,2035473,625,Samford,4,9,-5,35.0,24,9,2,0,0,2,0,0,0,0.9428571428571428,0.0
2021,15580,10,2.0,02/05/2021,2035479,1238,Montevallo,3,1,2,32.0,27,5,0,0,1,6,0,0,0,1.0,0.0
2021,15580,10,2.0,02/05/2021,2035554,1238,Montevallo,10,5,5,33.0,27,3,3,0,1,2,0,0,0,0.9090909090909091,0.0
2021,15580,10,2.0,02/06/2021,2035695,1238,Montevallo,6,10,-4,29.0,18,10,1,0,1,8,4,0,0,0.9655172413793104,0.5
2021,15580,10,2.0,02/12/2021,2016025,30153,Union (TN),2,3,-1,41.0,27,13,1,0,0,4,0,3,0,0.975609756097561,0.0
